4991,0.0,0.0,1.0,0.5294117647058824,-0.9229338221987248,-1.825340070256714,0.0,-1.0138014565900275,1,0.0
11982,0.0,0.0,1.0,0.7647058823529412,-1.8647201808546165,-0.8442061352020798,0.8695652173913043,-1.2366535641590524,1,0.0
10262,0.0,1.0,0.0,0.823529411764706,1.0477741174003274,1.046261240827073,0.5217391304347826,1.0881828131914466,0,0.25
10361,0.0,0.0,0.0,0.6470588235294118,-0.16282445724496575,-0.1747350767414395,0.7826086956521738,1.6807707552359794,0,0.5
2228,0.0,1.0,0.0,0.17647058823529405,-1.8647201808546165,-0.8442061352020798,0.7391304347826086,-1.6620385536904758,1,0.0
4544,0.0,1.0,0.0,0.3529411764705882,-0.9229338221987248,-1.825340070256714,0.8695652173913043,-0.9852802874083743,1,0.0
14714,0.0,1.0,0.0,0.823529411764706,1.0477741174003274,1.046261240827073,0.8260869565217391,1.2696078869455387,0,0.25
4823,1.0,0.0,0.0,0.2941176470588235,-0.9229338221987248,-1.825340070256714,0.4782608695652174,-1.0430585002227575,1,0.0
10844,0.0,1.0,0.0,0.823529411764706,-0.16282445724496575,-0.1747350767414395,0.7826086956521738,1.3387434269397236,0,0.25
4878,0.0,0.0,1.0,0.17647058823529405,-0.9229338221987248,-0.8442061352020798,0.5217391304347826,-1.073092776305581,1,0.0
11664,0.0,1.0,0.0,0.17647058823529405,1.0477741174003274,1.046261240827073,0.17391304347826086,1.8093361299968944,0,0.5
4823,1.0,0.0,0.0,0.9999999999999999,-0.9229338221987248,-1.825340070256714,0.9130434782608695,-1.0138014565900275,1,0.0
11150,0.0,1.0,0.0,0.9999999999999999,1.0477741174003274,1.046261240827073,0.8260869565217391,1.6413206392792874,0,0.5
3873,0.0,0.0,1.0,0.8823529411764705,-0.16282445724496575,-0.1747350767414395,0.3913043478260869,-1.135677200973133,1,0.0
10406,0.0,0.0,0.0,0.7647058823529412,1.0477741174003274,1.046261240827073,0.9130434782608695,0.7051910683769504,0,0.25
